Height,Weight,Chest,Waist,Hip
151,85,117.5644,95.2498,106.8858
151,86,118.263,95.91040000000001,107.285
151,87,118.8618,96.571,107.784
151,88,119.5604,97.2316,108.283
151,89,120.1592,97.8922,108.6822
151,90,120.8578,98.55279999999999,109.1812
151,91,121.5564,99.21340000000001,109.6802
151,92,122.1552,99.874,110.0794
151,93,122.8538,100.5346,110.5784
151,94,123.4526,101.1952,110.9776
151,95,124.1512,101.8558,111.4766
151,96,124.75,102.5164,111.9756
151,97,125.4486,103.17699999999999,112.3748
151,98,126.0474,103.83760000000001,112.8738
151,99,126.746,104.4982,113.273
151,100,127.4446,105.15880000000001,113.772
151,101,128.0434,105.8194,114.271
151,102,128.6422,106.47999999999999,114.6702
151,103,129.3408,107.1406,115.1692
151,104,130.0394,107.8012,115.6682
151,105,130.6382,108.46180000000001,116.0674
151,106,131.3368,109.1224,116.5664
151,107,131.9356,109.78299999999999,117.0654
151,108,132.6342,110.4436,117.4646
151,109,133.233,111.10419999999999,117.9636
151,110,133.9316,111.76480000000001,118.3628
151,111,134.5304,112.4254,118.8618
151,112,135.229,113.08600000000001,119.3608
151,113,135.9276,113.7466,119.76
151,114,136.5264,114.40719999999999,120.259
151,115,137.225,115.0678,120.758
151,116,137.8238,115.7284,121.1572
151,117,138.5224,116.38900000000001,121.6562
151,118,139.1212,117.0496,122.0554
151,119,139.8198,117.71019999999999,122.5544
151,120,140.4186,118.3708,123.0534
151,121,141.1172,119.03139999999999,123.4526
151,122,141.8158,119.69200000000001,123.9516
151,123,142.4146,120.3526,124.3508
151,124,143.1132,121.01320000000001,124.8498
151,125,143.712,121.6738,125.3488
151,126,144.4106,122.33439999999999,125.748
151,127,145.0094,122.995,126.247
151,128,145.708,123.65559999999999,126.746
151,129,146.3068,124.31620000000001,127.1452
151,130,147.0054,124.9768,127.6442
151,131,147.6042,125.63740000000001,128.0434
151,132,148.3028,126.298,128.5424
151,133,149.0014,126.95859999999999,129.0414
151,134,149.6002,127.6192,129.4406
151,135,150.2988,128.2798,129.9396
151,136,150.8976,128.9404,130.4386
151,137,151.5962,129.601,130.8378
151,138,152.195,130.2616,131.3368
151,139,152.8936,130.9222,131.736
151,140,153.4924,131.5828,132.235
151,141,154.191,132.2434,132.734
151,142,154.7898,132.904,133.1332
151,143,155.4884,133.5646,133.6322
151,144,156.0872,134.2252,134.0314
151,145,156.7858,134.8858,134.5304
151,146,157.4844,135.5464,135.0294
151,147,158.0832,136.207,135.4286
151,148,158.7818,136.86759999999998,135.9276
151,149,159.3806,137.52820000000003,136.4266
151,150,160.0792,138.18880000000001,136.8258
152,40,87.824,65.30510000000001,86.0276
152,41,88.4228,65.9657,86.5266
152,42,89.1214,66.6263,86.9258
152,43,89.7202,67.2869,87.4248
152,44,90.4188,67.9475,87.824
152,45,91.1174,68.60810000000001,88.323
152,46,91.7162,69.2687,88.822
152,47,92.4148,69.9293,89.2212
152,48,93.0136,70.5899,89.7202
152,49,93.7122,71.2505,90.2192
152,50,94.311,71.9111,90.6184
152,51,95.0096,72.57169999999999,91.1174
152,52,95.6084,73.23230000000001,91.6164
152,53,96.307,73.8929,92.0156
152,54,97.0056,74.5535,92.5146
152,55,97.6044,75.2141,92.9138
152,56,98.303,75.8747,93.4128
152,57,98.9018,76.5353,93.9118
152,58,99.6004,77.1959,94.311
152,59,100.1992,77.85650000000001,94.81
152,60,100.8978,78.5171,95.309
152,61,101.4966,79.1777,95.7082
152,62,102.1952,79.8383,96.2072
152,63,102.794,80.49889999999999,96.6064
152,64,103.4926,81.15950000000001,97.1054
152,65,104.0914,81.8201,97.6044
152,66,104.79,82.4807,98.0036
152,67,105.4886,83.1413,98.5026
152,68,106.0874,83.8019,98.9018
152,69,106.786,84.4625,99.4008
152,70,107.3848,85.1231,99.8998
152,71,108.0834,85.78370000000001,100.299
152,72,108.6822,86.4443,100.798
152,73,109.3808,87.1049,101.297
152,74,109.9796,87.7655,101.6962
152,75,110.6782,88.42609999999999,102.1952
152,76,111.277,89.08670000000001,102.5944
152,77,111.9756,89.7473,103.0934
152,78,112.6742,90.4079,103.5924
152,79,113.273,91.0685,103.9916
152,80,113.9716,91.7291,104.4906
152,81,114.5704,92.3897,104.9896
152,82,115.269,93.0503,105.3888
152,83,115.8678,93.71090000000001,105.8878
152,84,116.5664,94.3715,106.287
152,85,117.1652,95.0321,106.786
152,86,117.8638,95.6927,107.285
152,87,118.5624,96.35329999999999,107.6842
152,88,119.1612,97.0139,108.1832
152,89,119.8598,97.6745,108.5824
152,90,120.4586,98.3351,109.0814
152,91,121.1572,98.9957,109.5804
152,92,121.756,99.6563,109.9796
152,93,122.4546,100.3169,110.4786
152,94,123.0534,100.97749999999999,110.9776
152,95,123.752,101.63810000000001,111.3768
152,96,124.3508,102.2987,111.8758
152,97,125.0494,102.9593,112.275
152,98,125.748,103.6199,112.774
152,99,126.3468,104.2805,113.273
152,100,127.0454,104.9411,113.6722
152,101,127.6442,105.6017,114.1712
152,102,128.3428,106.2623,114.5704
152,103,128.9416,106.9229,115.0694
152,104,129.6402,107.5835,115.5684
152,105,130.239,108.2441,115.9676
152,106,130.9376,108.9047,116.4666
152,107,131.5364,109.5653,116.9656
152,108,132.235,110.2259,117.3648
152,109,132.9336,110.8865,117.8638
152,110,133.5324,111.5471,118.263
152,111,134.231,112.2077,118.762
152,112,134.8298,112.8683,119.261
152,113,135.5284,113.5289,119.6602
152,114,136.1272,114.1895,120.1592
152,115,136.8258,114.8501,120.6582
152,116,137.4246,115.5107,121.0574
152,117,138.1232,116.1713,121.5564
152,118,138.8218,116.8319,122.0554
152,119,139.4206,117.49249999999999,122.4546
152,120,140.1192,118.1531,122.9536
152,121,140.718,118.8137,123.3528
152,122,141.4166,119.4743,123.8518
152,123,142.0154,120.1349,124.3508
152,124,142.714,120.7955,124.75
152,125,143.3128,121.45609999999999,125.249
152,126,144.0114,122.1167,125.6482
152,127,144.6102,122.7773,126.1472
152,128,145.3088,123.4379,126.6462
152,129,146.0074,124.0985,127.0454
152,130,146.6062,124.7591,127.5444
152,131,147.3048,125.4197,128.0434
152,132,147.9036,126.0803,128.4426
152,133,148.6022,126.7409,128.9416
152,134,149.201,127.4015,129.3408
152,135,149.8996,128.0621,129.8398
152,136,150.4984,128.7227,130.3388
152,137,151.197,129.38330000000002,130.738
152,138,151.7958,130.0439,131.237
152,139,152.4944,130.7045,131.6362
152,140,153.0932,131.36509999999998,132.1352
152,141,153.7918,132.0257,132.6342
152,142,154.4904,132.68630000000002,133.0334
152,143,155.0892,133.3469,133.5324
152,144,155.7878,134.0075,134.0314
152,145,156.3866,134.66809999999998,134.4306
152,146,157.0852,135.3287,134.9296
152,147,157.684,135.98930000000001,135.4286
152,148,158.3826,136.6499,135.8278
152,149,158.9814,137.3105,136.3268
152,150,159.68,137.97109999999998,136.726
153,40,87.4248,65.0874,85.9278
153,41,88.1234,65.748,86.4268
153,42,88.7222,66.4086,86.826
153,43,89.4208,67.0692,87.325
153,44,90.0196,67.7298,87.824
153,45,90.7182,68.3904,88.2232
153,46,91.317,69.051,88.7222
153,47,92.0156,69.7116,89.1214
153,48,92.6144,70.37219999999999,89.6204
153,49,93.313,71.03280000000001,90.1194
153,50,94.0116,71.6934,90.5186
153,51,94.6104,72.354,91.0176
153,52,95.309,73.0146,91.5166
153,53,95.9078,73.6752,91.9158
153,54,96.6064,74.3358,92.4148
153,55,97.2052,74.9964,92.814
153,56,97.9038,75.65700000000001,93.313
153,57,98.5026,76.3176,93.812
153,58,99.2012,76.9782,94.2112
153,59,99.8,77.6388,94.7102
153,60,100.4986,78.29939999999999,95.2092
153,61,101.0974,78.96000000000001,95.6084
153,62,101.796,79.6206,96.1074
153,63,102.4946,80.2812,96.6064
153,64,103.0934,80.9418,97.0056
153,65,103.792,81.6024,97.5046
153,66,104.3908,82.263,97.9038
153,67,105.0894,82.9236,98.4028
153,68,105.6882,83.58420000000001,98.9018
153,69,106.3868,84.2448,99.301
153,70,106.9856,84.9054,99.8
153,71,107.6842,85.566,100.1992
153,72,108.283,86.22659999999999,100.6982
153,73,108.9816,86.8872,101.1972
153,74,109.6802,87.5478,101.5964
153,75,110.279,88.2084,102.0954
153,76,110.9776,88.869,102.5944
153,77,111.5764,89.5296,102.9936
153,78,112.275,90.1902,103.4926
153,79,112.8738,90.85079999999999,103.8918
153,80,113.5724,91.51140000000001,104.3908
153,81,114.1712,92.172,104.8898
153,82,114.8698,92.8326,105.289
153,83,115.5684,93.4932,105.788
153,84,116.1672,94.15379999999999,106.287
153,85,116.8658,94.8144,106.6862
153,86,117.4646,95.475,107.1852
153,87,118.1632,96.1356,107.5844
153,88,118.762,96.7962,108.0834
153,89,119.4606,97.4568,108.5824
153,90,120.0594,98.1174,108.9816
153,91,120.758,98.77799999999999,109.4806
153,92,121.3568,99.43860000000001,109.9796
153,93,122.0554,100.0992,110.3788
153,94,122.754,100.7598,110.8778
153,95,123.3528,101.4204,111.277
153,96,124.0514,102.08099999999999,111.776
153,97,124.6502,102.7416,112.275
153,98,125.3488,103.4022,112.6742
153,99,125.9476,104.06280000000001,113.1732
153,100,126.6462,104.7234,113.5724
153,101,127.245,105.38399999999999,114.0714
153,102,127.9436,106.0446,114.5704
153,103,128.5424,106.70519999999999,114.9696
153,104,129.241,107.36580000000001,115.4686
153,105,129.9396,108.0264,115.9676
153,106,130.5384,108.68700000000001,116.3668
153,107,131.237,109.3476,116.8658
153,108,131.8358,110.00819999999999,117.265
153,109,132.5344,110.6688,117.764
153,110,133.1332,111.32939999999999,118.263
153,111,133.8318,111.99000000000001,118.6622
153,112,134.4306,112.6506,119.1612
153,113,135.1292,113.31119999999999,119.5604
153,114,135.8278,113.9718,120.0594
153,115,136.4266,114.63239999999999,120.5584
153,116,137.1252,115.293,120.9576
153,117,137.724,115.9536,121.4566
153,118,138.4226,116.61420000000001,121.9556
153,119,139.0214,117.2748,122.3548
153,120,139.72,117.93539999999999,122.8538
153,121,140.3188,118.596,123.253
153,122,141.0174,119.25659999999999,123.752
153,123,141.6162,119.91720000000001,124.251
153,124,142.3148,120.5778,124.6502
153,125,143.0134,121.23839999999998,125.1492
153,126,143.6122,121.899,125.6482
153,127,144.3108,122.55959999999999,126.0474
153,128,144.9096,123.2202,126.5464
153,129,145.6082,123.8808,126.9456
153,130,146.207,124.54140000000001,127.4446
153,131,146.9056,125.202,127.9436
153,132,147.5044,125.86259999999999,128.3428
153,133,148.203,126.5232,128.8418
153,134,148.8018,127.18379999999999,129.3408
153,135,149.5004,127.84440000000001,129.74
153,136,150.0992,128.505,130.239
153,137,150.7978,129.1656,130.6382
153,138,151.4964,129.8262,131.1372
153,139,152.0952,130.4868,131.6362
153,140,152.7938,131.1474,132.0354
153,141,153.3926,131.808,132.5344
153,142,154.0912,132.4686,133.0334
153,143,154.69,133.1292,133.4326
153,144,155.3886,133.78979999999999,133.9316
153,145,155.9874,134.4504,134.3308
153,146,156.686,135.111,134.8298
153,147,157.3846,135.7716,135.3288
153,148,157.9834,136.43220000000002,135.728
153,149,158.682,137.0928,136.227
153,150,159.2808,137.7534,136.6262
154,40,87.0256,64.8697,85.828
154,41,87.7242,65.5303,86.327
154,42,88.323,66.1909,86.826
154,43,89.0216,66.8515,87.2252
154,44,89.6204,67.5121,87.7242
154,45,90.319,68.17269999999999,88.1234
154,46,91.0176,68.83330000000001,88.6224
154,47,91.6164,69.4939,89.1214
154,48,92.315,70.1545,89.5206
154,49,92.9138,70.8151,90.0196
154,50,93.6124,71.4757,90.5186
154,51,94.2112,72.1363,90.9178
154,52,94.9098,72.7969,91.4168
154,53,95.5086,73.45750000000001,91.816
154,54,96.2072,74.1181,92.315
154,55,96.806,74.7787,92.814
154,56,97.5046,75.4393,93.2132
154,57,98.1034,76.09989999999999,93.7122
154,58,98.802,76.76050000000001,94.1114
154,59,99.5006,77.4211,94.6104
154,60,100.0994,78.0817,95.1094
154,61,100.798,78.7423,95.5086
154,62,101.3968,79.4029,96.0076
154,63,102.0954,80.0635,96.5066
154,64,102.6942,80.72409999999999,96.9058
154,65,103.3928,81.38470000000001,97.4048
154,66,103.9916,82.0453,97.804
154,67,104.6902,82.7059,98.303
154,68,105.289,83.3665,98.802
154,69,105.9876,84.02709999999999,99.2012
154,70,106.6862,84.6877,99.7002
154,71,107.285,85.3483,100.1992
154,72,107.9836,86.0089,100.5984
154,73,108.5824,86.6695,101.0974
154,74,109.281,87.3301,101.4966
154,75,109.8798,87.9907,101.9956
154,76,110.5784,88.65129999999999,102.4946
154,77,111.1772,89.31190000000001,102.8938
154,78,111.8758,89.9725,103.3928
154,79,112.5744,90.6331,103.792
154,80,113.1732,91.2937,104.291
154,81,113.8718,91.95429999999999,104.79
154,82,114.4706,92.6149,105.1892
154,83,115.1692,93.2755,105.6882
154,84,115.768,93.9361,106.1872
154,85,116.4666,94.5967,106.5864
154,86,117.0654,95.2573,107.0854
154,87,117.764,95.9179,107.5844
154,88,118.3628,96.57849999999999,107.9836
154,89,119.0614,97.23910000000001,108.4826
154,90,119.76,97.8997,108.8818
154,91,120.3588,98.5603,109.3808
154,92,121.0574,99.2209,109.8798
154,93,121.6562,99.88149999999999,110.279
154,94,122.3548,100.5421,110.778
154,95,122.9536,101.2027,111.277
154,96,123.6522,101.8633,111.6762
154,97,124.251,102.5239,112.1752
154,98,124.9496,103.1845,112.5744
154,99,125.5484,103.8451,113.0734
154,100,126.247,104.5057,113.5724
154,101,126.9456,105.16629999999999,113.9716
154,102,127.5444,105.8269,114.4706
154,103,128.243,106.4875,114.8698
154,104,128.8418,107.1481,115.3688
154,105,129.5404,107.8087,115.8678
154,106,130.1392,108.4693,116.267
154,107,130.8378,109.12989999999999,116.766
154,108,131.4366,109.7905,117.265
154,109,132.1352,110.4511,117.6642
154,110,132.8338,111.1117,118.1632
154,111,133.4326,111.7723,118.5624
154,112,134.1312,112.4329,119.0614
154,113,134.73,113.09349999999999,119.5604
154,114,135.4286,113.7541,119.9596
154,115,136.0274,114.4147,120.4586
154,116,136.726,115.0753,120.9576
154,117,137.3248,115.7359,121.3568
154,118,138.0234,116.3965,121.8558
154,119,138.6222,117.05709999999999,122.255
154,120,139.3208,117.7177,122.754
154,121,140.0194,118.3783,123.253
154,122,140.6182,119.0389,123.6522
154,123,141.3168,119.6995,124.1512
154,124,141.9156,120.3601,124.5504
154,125,142.6142,121.02069999999999,125.0494
154,126,143.213,121.6813,125.5484
154,127,143.9116,122.3419,125.9476
154,128,144.5104,123.0025,126.4466
154,129,145.209,123.6631,126.9456
154,130,145.8078,124.3237,127.3448
154,131,146.5064,124.9843,127.8438
154,132,147.1052,125.64489999999999,128.243
154,133,147.8038,126.3055,128.742
154,134,148.5024,126.9661,129.241
154,135,149.1012,127.6267,129.6402
154,136,149.7998,128.28730000000002,130.1392
154,137,150.3986,128.9479,130.5384
154,138,151.0972,129.6085,131.0374
154,139,151.696,130.26909999999998,131.5364
154,140,152.3946,130.9297,131.9356
154,141,152.9934,131.5903,132.4346
154,142,153.692,132.2509,132.9336
154,143,154.3906,132.9115,133.3328
154,144,154.9894,133.57209999999998,133.8318
154,145,155.688,134.2327,134.3308
154,146,156.2868,134.8933,134.73
154,147,156.9854,135.5539,135.229
154,148,157.5842,136.2145,135.6282
154,149,158.2828,136.8751,136.1272
154,150,158.8816,137.5357,136.6262
155,40,86.6264,64.65200000000002,85.828
155,41,87.325,65.3126,86.2272
155,42,87.9238,65.9732,86.7262
155,43,88.6224,66.63380000000001,87.1254
155,44,89.321,67.29440000000001,87.6244
155,45,89.9198,67.95500000000001,88.1234
155,46,90.6184,68.6156,88.5226
155,47,91.2172,69.2762,89.0216
155,48,91.9158,69.9368,89.4208
155,49,92.5146,70.59740000000001,89.9198
155,50,93.2132,71.25800000000001,90.4188
155,51,93.812,71.9186,90.818
155,52,94.5106,72.57920000000001,91.317
155,53,95.1094,73.2398,91.816
155,54,95.808,73.9004,92.2152
155,55,96.5066,74.561,92.7142
155,56,97.1054,75.22160000000001,93.1134
155,57,97.804,75.88220000000001,93.6124
155,58,98.4028,76.5428,94.1114
155,59,99.1014,77.20340000000002,94.5106
155,60,99.7002,77.864,95.0096
155,61,100.3988,78.5246,95.5086
155,62,100.9976,79.18520000000001,95.9078
155,63,101.6962,79.8458,96.4068
155,64,102.295,80.50640000000001,96.806
155,65,102.9936,81.167,97.305
155,66,103.6922,81.8276,97.804
155,67,104.291,82.4882,98.2032
155,68,104.9896,83.14880000000001,98.7022
155,69,105.5884,83.80940000000001,99.1014
155,70,106.287,84.47,99.6004
155,71,106.8858,85.13060000000002,100.0994
155,72,107.5844,85.7912,100.4986
155,73,108.1832,86.4518,100.9976
155,74,108.8818,87.11240000000001,101.4966
155,75,109.5804,87.773,101.8958
155,76,110.1792,88.43360000000001,102.3948
155,77,110.8778,89.0942,102.794
155,78,111.4766,89.7548,103.293
155,79,112.1752,90.4154,103.792
155,80,112.774,91.07600000000001,104.1912
155,81,113.4726,91.73660000000001,104.6902
155,82,114.0714,92.3972,105.0894
155,83,114.77,93.05780000000001,105.5884
155,84,115.3688,93.7184,106.0874
155,85,116.0674,94.379,106.4866
155,86,116.766,95.03960000000001,106.9856
155,87,117.3648,95.7002,107.4846
155,88,118.0634,96.36080000000001,107.8838
155,89,118.6622,97.0214,108.3828
155,90,119.3608,97.682,108.782
155,91,119.9596,98.3426,109.281
155,92,120.6582,99.0032,109.78
155,93,121.257,99.66380000000001,110.1792
155,94,121.9556,100.3244,110.6782
155,95,122.5544,100.98500000000001,111.1772
155,96,123.253,101.6456,111.5764
155,97,123.9516,102.3062,112.0754
155,98,124.5504,102.9668,112.5744
155,99,125.249,103.62740000000001,112.9736
155,100,125.8478,104.28800000000001,113.4726
155,101,126.5464,104.9486,113.8718
155,102,127.1452,105.6092,114.3708
155,103,127.8438,106.2698,114.8698
155,104,128.4426,106.9304,115.269
155,105,129.1412,107.59100000000001,115.768
155,106,129.8398,108.25160000000001,116.1672
155,107,130.4386,108.9122,116.6662
155,108,131.1372,109.5728,117.1652
155,109,131.736,110.2334,117.5644
155,110,132.4346,110.894,118.0634
155,111,133.0334,111.55460000000001,118.5624
155,112,133.732,112.21520000000001,118.9616
155,113,134.3308,112.8758,119.4606
155,114,135.0294,113.5364,119.8598
155,115,135.6282,114.197,120.3588
155,116,136.3268,114.8576,120.8578
155,117,137.0254,115.51820000000001,121.257
155,118,137.6242,116.17880000000001,121.756
155,119,138.3228,116.8394,122.255
155,120,138.9216,117.5,122.6542
155,121,139.6202,118.1606,123.1532
155,122,140.219,118.8212,123.5524
155,123,140.9176,119.4818,124.0514
155,124,141.5164,120.14240000000001,124.5504
155,125,142.215,120.803,124.9496
155,126,142.8138,121.4636,125.4486
155,40,86.6264,64.65200000000002,85.828
155,41,87.325,65.3126,86.2272
155,42,87.9238,65.9732,86.7262
155,43,88.6224,66.63380000000001,87.1254
155,44,89.321,67.29440000000001,87.6244
155,45,89.9198,67.95500000000001,88.1234
155,46,90.6184,68.6156,88.5226
155,47,91.2172,69.2762,89.0216
155,48,91.9158,69.9368,89.4208
155,49,92.5146,70.59740000000001,89.9198
155,50,93.2132,71.25800000000001,90.4188
155,51,93.812,71.9186,90.818
155,52,94.5106,72.57920000000001,91.317
155,53,95.1094,73.2398,91.816
155,54,95.808,73.9004,92.2152
155,55,96.5066,74.561,92.7142
155,56,97.1054,75.22160000000001,93.1134
155,57,97.804,75.88220000000001,93.6124
155,58,98.4028,76.5428,94.1114
155,59,99.1014,77.20340000000002,94.5106
155,60,99.7002,77.864,95.0096
155,61,100.3988,78.5246,95.5086
155,62,100.9976,79.18520000000001,95.9078
155,63,101.6962,79.8458,96.4068
155,64,102.295,80.50640000000001,96.806
155,65,102.9936,81.167,97.305
155,66,103.6922,81.8276,97.804
155,67,104.291,82.4882,98.2032
155,68,104.9896,83.14880000000001,98.7022
155,69,105.5884,83.80940000000001,99.1014
155,70,106.287,84.47,99.6004
155,71,106.8858,85.13060000000002,100.0994
155,72,107.5844,85.7912,100.4986
155,73,108.1832,86.4518,100.9976
155,74,108.8818,87.11240000000001,101.4966
155,75,109.5804,87.773,101.8958
155,76,110.1792,88.43360000000001,102.3948
155,77,110.8778,89.0942,102.794
155,78,111.4766,89.7548,103.293
155,79,112.1752,90.4154,103.792
155,80,112.774,91.07600000000001,104.1912
155,81,113.4726,91.73660000000001,104.6902
155,82,114.0714,92.3972,105.0894
155,83,114.77,93.05780000000001,105.5884
155,84,115.3688,93.7184,106.0874
155,85,116.0674,94.379,106.4866
155,86,116.766,95.03960000000001,106.9856
155,87,117.3648,95.7002,107.4846
155,88,118.0634,96.36080000000001,107.8838
155,89,118.6622,97.0214,108.3828
155,90,119.3608,97.682,108.782
155,91,119.9596,98.3426,109.281
155,92,120.6582,99.0032,109.78
155,93,121.257,99.66380000000001,110.1792
155,94,121.9556,100.3244,110.6782
155,95,122.5544,100.98500000000001,111.1772
155,96,123.253,101.6456,111.5764
155,97,123.9516,102.3062,112.0754
155,98,124.5504,102.9668,112.5744
155,99,125.249,103.62740000000001,112.9736
155,100,125.8478,104.28800000000001,113.4726
155,101,126.5464,104.9486,113.8718
155,102,127.1452,105.6092,114.3708
155,103,127.8438,106.2698,114.8698
155,104,128.4426,106.9304,115.269
155,105,129.1412,107.59100000000001,115.768
155,106,129.8398,108.25160000000001,116.1672
155,107,130.4386,108.9122,116.6662
155,108,131.1372,109.5728,117.1652
155,109,131.736,110.2334,117.5644
155,110,132.4346,110.894,118.0634
155,111,133.0334,111.55460000000001,118.5624
155,112,133.732,112.21520000000001,118.9616
155,113,134.3308,112.8758,119.4606
155,114,135.0294,113.5364,119.8598
155,115,135.6282,114.197,120.3588
155,116,136.3268,114.8576,120.8578
155,117,137.0254,115.51820000000001,121.257
155,118,137.6242,116.17880000000001,121.756
155,119,138.3228,116.8394,122.255
155,120,138.9216,117.5,122.6542
155,121,139.6202,118.1606,123.1532
155,122,140.219,118.8212,123.5524
155,123,140.9176,119.4818,124.0514
155,124,141.5164,120.14240000000001,124.5504
155,125,142.215,120.803,124.9496
155,126,142.8138,121.4636,125.4486
155,127,143.5124,122.1242,125.9476
155,128,144.1112,122.7848,126.3468
155,129,144.8098,123.4454,126.8458
155,130,145.5084,124.10600000000001,127.245
155,131,146.1072,124.76660000000001,127.744
155,132,146.8058,125.4272,128.243
155,133,147.4046,126.0878,128.6422
155,134,148.1032,126.7484,129.1412
155,135,148.702,127.409,129.5404
155,136,149.4006,128.0696,130.0394
155,137,149.9994,128.73020000000002,130.5384
155,138,150.698,129.3908,130.9376
155,139,151.3966,130.0514,131.4366
155,140,151.9954,130.712,131.9356
155,141,152.694,131.3726,132.3348
155,142,153.2928,132.03320000000002,132.8338
155,143,153.9914,132.6938,133.233
155,144,154.5902,133.3544,133.732
155,145,155.2888,134.015,134.231
155,146,155.8876,134.6756,134.6302
155,147,156.5862,135.33620000000002,135.1292
155,148,157.185,135.9968,135.5284
155,149,157.8836,136.6574,136.0274
155,150,158.4824,137.31799999999998,136.5264
156,40,86.327,64.43430000000001,85.7282
156,41,86.9258,65.09490000000001,86.1274
156,42,87.6244,65.75550000000001,86.6264
156,43,88.2232,66.4161,87.1254
156,44,88.9218,67.0767,87.5246
156,45,89.5206,67.7373,88.0236
156,46,90.2192,68.3979,88.4228
156,47,90.818,69.05850000000001,88.9218
156,48,91.5166,69.7191,89.4208
156,49,92.1154,70.37970000000001,89.82
156,50,92.814,71.0403,90.319
156,51,93.5126,71.7009,90.7182
156,52,94.1114,72.3615,91.2172
156,53,94.81,73.02210000000001,91.7162
156,54,95.4088,73.68270000000001,92.1154
156,55,96.1074,74.3433,92.6144
156,56,96.7062,75.00390000000002,93.1134
156,57,97.4048,75.6645,93.5126
156,58,98.0036,76.3251,94.0116
156,59,98.7022,76.98570000000001,94.4108
156,60,99.301,77.6463,94.9098
156,61,99.9996,78.30690000000001,95.4088
156,62,100.6982,78.9675,95.808
156,63,101.297,79.6281,96.307
156,64,101.9956,80.2887,96.806
156,65,102.5944,80.94930000000001,97.2052
156,66,103.293,81.60990000000001,97.7042
156,67,103.8918,82.2705,98.1034
156,68,104.5904,82.93110000000001,98.6024
156,69,105.1892,83.5917,99.1014
156,70,105.8878,84.2523,99.5006
156,71,106.5864,84.91290000000001,99.9996
156,72,107.1852,85.5735,100.4986
156,73,107.8838,86.23410000000001,100.8978
156,74,108.4826,86.8947,101.3968
156,75,109.1812,87.5553,101.796
156,76,109.78,88.2159,102.295
156,77,110.4786,88.87650000000001,102.794
156,78,111.0774,89.53710000000001,103.1932
156,79,111.776,90.1977,103.6922
156,80,112.3748,90.85830000000001,104.0914
156,81,113.0734,91.5189,104.5904
156,82,113.772,92.1795,105.0894
156,83,114.3708,92.8401,105.4886
156,84,115.0694,93.5007,105.9876
156,85,115.6682,94.16130000000001,106.4866
156,86,116.3668,94.8219,106.8858
156,87,116.9656,95.4825,107.3848
156,88,117.6642,96.1431,107.784
156,89,118.263,96.8037,108.283
156,90,118.9616,97.46430000000001,108.782
156,91,119.5604,98.1249,109.1812
156,92,120.259,98.78550000000001,109.6802
156,93,120.9576,99.4461,110.0794
156,94,121.5564,100.1067,110.5784
156,95,122.255,100.7673,111.0774
156,96,122.8538,101.4279,111.4766
156,97,123.5524,102.08850000000001,111.9756
156,98,124.1512,102.7491,112.4746
156,99,124.8498,103.40970000000002,112.8738
156,100,125.4486,104.0703,113.3728
156,101,126.1472,104.73089999999999,113.772
156,102,126.746,105.39150000000001,114.271
156,103,127.4446,106.0521,114.77
156,104,128.0434,106.71270000000001,115.1692
156,105,128.742,107.3733,115.6682
156,106,129.4406,108.03390000000002,116.1672
156,107,130.0394,108.6945,116.5664
156,108,130.738,109.3551,117.0654
156,109,131.3368,110.01570000000001,117.4646
156,110,132.0354,110.6763,117.9636
156,111,132.6342,111.33690000000001,118.4626
156,112,133.3328,111.9975,118.8618
156,113,134.0314,112.65809999999999,119.3608
156,114,134.6302,113.3187,119.8598
156,115,135.3288,113.9793,120.259
156,116,135.9276,114.63990000000001,120.758
156,117,136.6262,115.3005,121.1572
156,118,137.225,115.96110000000002,121.6562
156,119,137.9236,116.6217,122.1552
156,120,138.5224,117.28229999999999,122.5544
156,121,139.221,117.94290000000001,123.0534
156,122,139.8198,118.6035,123.5524
156,123,140.5184,119.26410000000001,123.9516
156,124,141.1172,119.9247,124.4506
156,125,141.8158,120.58529999999999,124.8498
156,126,142.5144,121.2459,125.3488
156,127,143.1132,121.9065,125.8478
156,128,143.8118,122.56710000000001,126.247
156,129,144.4106,123.2277,126.746
156,130,145.1092,123.88830000000002,127.245
156,131,145.708,124.5489,127.6442
156,132,146.4066,125.20949999999999,128.1432
156,133,147.0054,125.87010000000001,128.5424
156,134,147.704,126.5307,129.0414
156,135,148.4026,127.19130000000001,129.5404
156,136,149.0014,127.8519,129.9396
156,137,149.7,128.51250000000002,130.4386
156,138,150.2988,129.1731,130.8378
156,139,150.9974,129.8337,131.3368
156,140,151.5962,130.4943,131.8358
156,141,152.2948,131.1549,132.235
156,142,152.8936,131.81550000000001,132.734
156,143,153.5922,132.4761,133.233
156,144,154.191,133.1367,133.6322
156,145,154.8896,133.7973,134.1312
156,146,155.4884,134.4579,134.5304
156,147,156.187,135.1185,135.0294
156,148,156.8856,135.7791,135.5284
156,149,157.4844,136.43970000000002,135.9276
156,150,158.183,137.1003,136.4266
157,40,85.9278,64.2166,85.6284
157,41,86.5266,64.8772,86.0276
157,42,87.2252,65.5378,86.5266
157,43,87.824,66.1984,87.0256
157,44,88.5226,66.85900000000001,87.4248
157,45,89.1214,67.5196,87.9238
157,46,89.82,68.18020000000001,88.323
157,47,90.5186,68.8408,88.822
157,48,91.1174,69.5014,89.321
157,49,91.816,70.162,89.7202
